record_index,working_ion,electrode_uid,dup_exact_electrode_uid,dup_same_ion_framework_charge_discharge_formula,dup_same_ion_charge_discharge_ids,dup_same_framework_uid,dup_same_ion_battery_formula_framework
Li_000787,Li,el_5ef9c45edeb9e86b,False,False,False,False,False
Li_000788,Li,el_e6eaf2260adc4f6a,False,False,False,False,False
Li_000789,Li,el_1d8b0c80af6856ef,False,False,False,True,False
Li_000790,Li,el_ed4cf749527f767d,False,False,False,False,False
Li_000791,Li,el_27dea69291f8b9f8,False,False,False,False,False
Li_000792,Li,el_a087b85f452fe801,False,False,False,False,False
Li_000793,Li,el_63e2f1463e61797c,False,False,False,True,False
Li_000794,Li,el_b1665257bc4281a1,False,False,False,False,False
Li_000795,Li,el_4afd12022a502dc4,False,False,False,True,False
Li_000796,Li,el_aee3d919f4185494,False,False,False,False,False
Li_000797,Li,el_441feb3965aaa802,False,False,False,False,False
Li_000798,Li,el_1ec375dee72e2aeb,False,False,False,False,False
Li_000799,Li,el_8a4ccccf1c1f07c1,False,False,False,False,False
Li_000800,Li,el_e334c5afd676ae20,False,False,False,False,False
Li_000801,Li,el_1073fd43f0a1d760,False,False,False,False,False
Li_000802,Li,el_66367fe058b4bda7,False,False,False,False,False
Li_000803,Li,el_67b8fcde56048efb,False,False,False,False,False
Li_000804,Li,el_af6259460f2e734a,False,False,False,False,False
Li_000805,Li,el_ca758bd900cde3c3,False,False,False,False,False
Li_000806,Li,el_318bf3a87ec233b6,False,False,False,False,False
Li_000807,Li,el_4a9226faef19698c,False,False,False,False,False
Li_000808,Li,el_01d453be88e6b36e,False,True,False,True,True
Li_000809,Li,el_cfcb4e9669d83db4,False,True,False,True,True
Li_000810,Li,el_dffda11cf97e2b94,False,False,False,False,False
Li_000811,Li,el_e2bbc2e5739e731d,False,False,False,False,False
Li_000812,Li,el_463bfa4962869f28,False,False,False,False,False
Li_000813,Li,el_9efa0bbd15bd48d0,False,False,False,False,False
Li_000814,Li,el_49b2e0810712131c,False,False,False,True,False
Li_000815,Li,el_8bd7e6ef21379599,False,False,False,True,False
Li_000816,Li,el_9c06c07160de344f,False,False,False,False,False
Li_000817,Li,el_6e5f8a27d34d4a25,False,False,False,False,False
Li_000818,Li,el_9f1bc4e66f82012e,False,False,False,False,False
Li_000819,Li,el_d960d278124b652e,False,False,False,False,False
Li_000820,Li,el_d14315d1b2f1aa72,False,False,False,False,False
Li_000821,Li,el_ac57a3ebabbc04be,False,False,False,False,False
Li_000822,Li,el_bc5a4a16719cd297,False,False,False,False,False
Li_000823,Li,el_f3e9c4cabe465569,False,False,False,False,False
Li_000824,Li,el_5bcecd39a1597379,False,False,False,False,False
Li_000825,Li,el_4b63c43e64308ffb,False,False,False,False,False
Li_000826,Li,el_35b15a102073e9c2,False,False,False,False,False
Li_000827,Li,el_dd4b12ef3f3e3fb0,False,False,False,False,False
Li_000828,Li,el_8544252ee523be7d,False,False,False,False,False
Li_000829,Li,el_96ce5a5ef2ed26b6,False,False,False,False,False
Li_000830,Li,el_056de46e6be66f9b,False,False,False,False,False
Li_000831,Li,el_a2854599afbd633c,False,False,False,False,False
Li_000832,Li,el_dad0ffc8ec9696a7,False,False,False,False,False
Li_000833,Li,el_315b2bfe41c873b8,False,False,False,False,False
Li_000834,Li,el_2ea7b144b9cfa450,False,False,False,False,False
Li_000835,Li,el_edf3a01b8a5e0f4d,False,False,False,False,False
Li_000836,Li,el_bcde3415cb7cc8ed,False,False,False,False,False
Li_000837,Li,el_0402a0321584a0a4,False,False,False,False,False
Li_000838,Li,el_6d85319480901688,False,False,False,False,False
Li_000839,Li,el_d4997b071134ccbf,False,False,False,False,False
Li_000840,Li,el_0e2c84dcb79367fb,False,False,False,False,False
Li_000841,Li,el_5ec665ac0f2ee74e,False,False,False,False,False
Li_000842,Li,el_be998ac475464108,False,False,False,False,False
Li_000843,Li,el_0e71162d376bcfdf,False,False,False,False,False
Li_000844,Li,el_61d0d8d3b089d48b,False,False,False,False,False
Li_000845,Li,el_9c36ca0c47711649,False,False,False,False,False
Li_000846,Li,el_24f0c3517778caee,False,False,False,False,False
Li_000847,Li,el_e63ef41455d91941,False,False,False,False,False
Li_000848,Li,el_2b38f5059bfcec27,False,False,False,False,False
Li_000849,Li,el_f37d741e9e94daea,False,False,False,False,False
Li_000850,Li,el_0ecfbeaa218db4fe,False,False,False,False,False
Li_000851,Li,el_b4582b89477a1b9d,False,False,False,False,False
Li_000852,Li,el_41b2cf2a9999925d,False,False,False,False,False
Li_000853,Li,el_0f761a377be24197,False,False,False,False,False
Li_000854,Li,el_eb3ccc662887a5e9,False,False,False,True,False
Li_000855,Li,el_c2cef1f58ef45a47,False,False,False,False,False
Li_000856,Li,el_3eda4ead21991087,False,False,False,True,False
Li_000857,Li,el_492e6bc8ad777c85,False,False,False,True,False
Li_000858,Li,el_70b35052f29a695f,False,False,False,False,False
Li_000859,Li,el_63d1e12f56a7a478,False,True,False,True,True
Li_000860,Li,el_3c71af17a16f4350,False,False,False,False,False
Li_000861,Li,el_d024a81d556cebb2,False,False,False,False,False
Li_000862,Li,el_0546b3161dab4b25,False,False,False,False,False
Li_000863,Li,el_4935460978306a5f,False,False,False,False,False
Li_000864,Li,el_3d2a816a1f575c57,False,False,False,True,False
Li_000865,Li,el_ef4bfcf56b2b2fb3,False,False,False,False,False
Li_000866,Li,el_cd6ba55ac1ac48e3,False,True,False,True,True
Li_000867,Li,el_aaa84b85a20a08c0,False,True,False,True,True
Li_000868,Li,el_4519a0b3e1832cc4,False,True,False,True,True
Li_000869,Li,el_66300fcb63a2beb1,False,False,False,False,False
Li_000870,Li,el_984407507869f428,False,False,False,True,False
Li_000871,Li,el_ca6c39d15e546520,False,False,False,False,False
Li_000872,Li,el_090390bb3b3859a6,False,False,False,False,False
Li_000873,Li,el_4bb8f27eca35f428,False,False,False,False,False
Li_000874,Li,el_fdb94a811829a4bc,False,False,False,False,False
Li_000875,Li,el_95959bc0ee55ca98,False,False,False,False,False
Li_000876,Li,el_232bfa18e7dfaec1,False,False,False,False,False
Li_000877,Li,el_2a868e103ec3dda8,False,False,False,False,False
Li_000878,Li,el_f9ca7e1ed8017704,False,False,False,False,False
Li_000879,Li,el_c98957403896d58e,False,False,False,False,False
Li_000880,Li,el_8b41ea544ec49d2c,False,False,False,False,False
Li_000881,Li,el_d8882b27ab9ae36c,False,False,False,True,False
Li_000882,Li,el_806ed04f28fe8106,False,False,False,False,False
Li_000883,Li,el_7fd2b4934af922f6,False,False,False,True,False
Li_000884,Li,el_85743922b9af6089,False,False,False,True,False
Li_000885,Li,el_3b27f7a2e936410d,False,True,False,True,True
Li_000886,Li,el_ddd9b022fbdac746,False,False,False,False,False
Li_000887,Li,el_531c7ff2cb2624e1,False,False,False,True,False
Li_000888,Li,el_340a0c50a79f9c01,False,False,False,True,False
Li_000889,Li,el_1dcd221b5dbe062c,False,False,False,True,False
Li_000890,Li,el_f909a9cbdb483304,False,True,False,True,True
Li_000891,Li,el_5aee8d811d832e8b,False,False,False,True,False
Li_000892,Li,el_9b9351485b52c486,False,False,False,True,False
Li_000893,Li,el_9d3361d9df2b4fec,False,False,False,True,False
Li_000894,Li,el_6f85f77cf0738fdd,False,False,False,True,False
Li_000895,Li,el_374775e86d81298c,False,False,False,False,False
Li_000896,Li,el_2d613046dbb44aa7,False,False,False,True,False
Li_000897,Li,el_e1e2642050098f10,False,False,False,True,False
Li_000898,Li,el_fa08fa6347230a23,False,False,False,True,False
Li_000899,Li,el_75d7b39b1e63ca59,False,True,False,True,True
Li_000900,Li,el_42f06de0ff9c0814,False,False,False,True,False
Li_000901,Li,el_e59cacb04048dd88,False,True,False,True,True
Li_000902,Li,el_dac7a20a4fcb76f5,False,False,False,True,False
Li_000903,Li,el_18f96530b7a3d689,False,True,False,True,True
Li_000904,Li,el_078c5199f8554ab3,False,False,False,True,False
Li_000905,Li,el_9cb5e70386050028,False,False,False,False,False
Li_000906,Li,el_64148487716d9ec5,False,False,False,True,False
Li_000907,Li,el_061d9ee1f5971a1a,False,False,False,True,False
Li_000908,Li,el_9555d35362364eec,False,True,False,True,True
Li_000909,Li,el_1b795eac8a927c45,False,True,False,True,True
Li_000910,Li,el_4c14c5ce738accf9,False,True,False,True,True
Li_000911,Li,el_8e5cfc3910d2e95c,False,False,False,False,False
Li_000912,Li,el_0be7223db82fe7eb,False,False,False,True,False
Li_000913,Li,el_e9e66531bf507242,False,False,False,True,False
Li_000914,Li,el_e45d0159ab315d98,False,False,False,True,False
Li_000915,Li,el_34b6f44dd8dbfdef,False,False,False,True,False
Li_000916,Li,el_b4c7a7bdb4a30735,False,True,False,True,True
Li_000917,Li,el_b5509625edc5e72e,False,False,False,False,False
Li_000918,Li,el_a0cbca0ebf45c290,False,True,False,True,True
Li_000919,Li,el_7fa8299821f06742,False,False,False,False,False
Li_000920,Li,el_769c8b2461140800,False,False,False,False,False
Li_000921,Li,el_b629e45c110f237b,False,True,False,True,True
Li_000922,Li,el_ed31b1862cec6ff3,False,True,False,True,True
Li_000923,Li,el_b90694293bac7f88,False,True,False,True,True
Li_000924,Li,el_a7d130c39e8c7e17,False,True,False,True,True
Li_000925,Li,el_7cc2048bbda10b8e,False,True,False,True,True
Li_000926,Li,el_48871ea45858aee4,False,True,False,True,True
Li_000927,Li,el_d837a1a50d87852e,False,True,False,True,True
Li_000928,Li,el_725c29073baa47e4,False,False,False,False,False
Li_000929,Li,el_f213ac0a3f2fb6ab,False,True,False,True,True
Li_000930,Li,el_1000c43eaab6cd6b,False,True,False,True,True
Li_000931,Li,el_546fdbf64ab9b914,False,False,False,False,False
Li_000932,Li,el_1764ecbfccbaf84e,False,False,False,True,False
Li_000933,Li,el_aeab6d47723d258b,False,True,False,True,True
Li_000934,Li,el_1ce7ca84d055bcb1,False,True,False,True,True
Li_000935,Li,el_0e331c56b093e4a3,False,False,False,True,False
Li_000936,Li,el_796fc2dbafce17ab,False,True,False,True,True
Li_000937,Li,el_88a58220bda1baf4,False,True,False,True,True
Li_000938,Li,el_6f22c63f17af8154,False,False,False,True,False
Li_000939,Li,el_6772e1a4d968641f,False,True,False,True,True
Li_000940,Li,el_22fe3052dca1d38f,False,True,False,True,True
Li_000941,Li,el_d013ad0006668a41,False,False,False,True,False
Li_000942,Li,el_224ab42473912a63,False,True,False,True,True
Li_000943,Li,el_f4a3be4d12b2c5e9,False,False,False,True,False
Li_000944,Li,el_a764496c1485506c,False,True,False,True,True
Li_000945,Li,el_a88e0fd74e993bd5,False,False,False,False,False
Li_000946,Li,el_97ffeeadcca25d57,False,False,False,False,False
Li_000947,Li,el_17f5a0f1c9974c13,False,True,False,True,True
Li_000948,Li,el_070977b6cd5643cc,False,False,False,True,False
Li_000949,Li,el_a5eb47bcc68dedda,False,False,False,False,False
Li_000950,Li,el_7ee44bca3f63310e,False,True,False,True,True
Li_000951,Li,el_28dd8b8f2e40919a,False,True,False,True,True
Li_000952,Li,el_5dce450ce706583c,False,False,False,True,False
Li_000953,Li,el_5d9f875625604370,False,True,False,True,True
Li_000954,Li,el_dfea28895838ef7f,False,True,False,True,True
Li_000955,Li,el_f3b8199d26c0483a,False,False,False,True,False
Li_000956,Li,el_038475e504a9b02f,False,True,False,True,True
Li_000957,Li,el_fda8f6ac3f78f6c1,False,True,False,True,True
Li_000958,Li,el_3a354d7e7519253d,False,True,False,True,True
Li_000959,Li,el_a7e3158b654e3e87,False,True,False,True,True
Li_000960,Li,el_b973863ce2799178,False,False,False,False,False
Li_000961,Li,el_5ba0852a843870c9,False,False,False,True,False
Li_000962,Li,el_55f0536492feaa10,False,True,False,True,True
Li_000963,Li,el_a8f0122a6f297b5b,False,True,False,True,True
Li_000964,Li,el_121d43e9342ba9a3,False,True,False,True,True
Li_000965,Li,el_10c28a0cc680930d,False,True,False,True,True
Li_000966,Li,el_c841b974608163d3,False,True,False,True,True
Li_000967,Li,el_edb05b39ea84b829,False,True,False,True,True
Li_000968,Li,el_c9825349d1c067b0,False,True,False,True,True
Li_000969,Li,el_ccf2f677a2d7767b,False,False,False,False,False
Li_000970,Li,el_3f57abd4d81e9697,False,True,False,True,True
Li_000971,Li,el_f74fddedcc196486,False,True,False,True,True
Li_000972,Li,el_3778e5fa6b5c37e4,False,True,False,True,True
Li_000973,Li,el_42676c23ea9ca31a,False,True,False,True,True
Li_000974,Li,el_fb485fd3ba3763bf,False,True,False,True,True
Li_000975,Li,el_4d19b97c41c9cecc,False,True,False,True,True
Li_000976,Li,el_df2dcca20eefc9a3,False,True,False,True,True
Li_000977,Li,el_f6c7113c77784a33,False,True,False,True,True
Li_000978,Li,el_f74f5e76e5ef55d1,False,True,False,True,True
Li_000979,Li,el_47b2a0ea918676a3,False,False,False,False,False
Li_000980,Li,el_927470fe0aeb4c5d,False,False,False,True,False
Li_000981,Li,el_1a238b717c5b3132,False,True,False,True,True
Li_000982,Li,el_4443d158e3a65f5c,False,True,False,True,True
Li_000983,Li,el_5485efb6931ec9f3,False,True,False,True,True
Li_000984,Li,el_1cf705596c1c9d5a,False,True,False,True,True
Li_000985,Li,el_93f40c136f2cdfef,False,True,False,True,True
Li_000986,Li,el_350f5660622bacf5,False,False,False,False,False
Li_000987,Li,el_66161ab27d48ee0b,False,False,False,False,False
Li_000988,Li,el_3af354dbcfd3cada,False,False,False,True,False
Li_000989,Li,el_b07d7e694f7709f7,False,True,False,True,True
Li_000990,Li,el_ffeb2b3ec742c2b9,False,True,False,True,True
Li_000991,Li,el_51f2a1042f538c74,False,True,False,True,True
Li_000992,Li,el_c7da60b914114c3a,False,True,False,True,True
Li_000993,Li,el_ed0e21f3de8a1737,False,True,False,True,True
Li_000994,Li,el_162eb64fe7a54346,False,False,False,True,False
Li_000995,Li,el_22d460a93c021de7,False,True,False,True,True
Li_000996,Li,el_43d66ddafcd4018d,False,True,False,True,True
Li_000997,Li,el_e62071a85324fa00,False,True,False,True,True
Li_000998,Li,el_c4870d5864092eb8,False,True,False,True,True
Li_000999,Li,el_88d70a8ec8048e35,False,True,False,True,True
Li_001000,Li,el_03730053c6e99cb6,False,True,False,True,True
Li_001001,Li,el_2ddec9f15bf3108a,False,True,False,True,True
Li_001002,Li,el_6246c3707b67a7c4,False,False,False,False,False
Li_001003,Li,el_85f07e0e130d578b,False,True,False,True,True
Li_001004,Li,el_63c1722b3f7704c4,False,False,False,True,False
Li_001005,Li,el_b1e65cff510dc3de,False,False,False,False,False
Li_001006,Li,el_ce08ca90a96ae9de,False,True,False,True,True
Li_001007,Li,el_e009215d5d52c9f7,False,True,False,True,True
Li_001008,Li,el_40c1e8d253bb5674,False,True,False,True,True
Li_001009,Li,el_d2e5c4c8478508b9,False,True,False,True,True
Li_001010,Li,el_d5c87f60906cb038,False,True,False,True,True
Li_001011,Li,el_9f820b0ac6b1b1d8,False,False,False,False,False
Li_001012,Li,el_a0eaedc222b07eb5,False,True,False,True,True
Li_001013,Li,el_2a349799895e680f,False,True,False,True,True
Li_001014,Li,el_575b16c4f0efe66b,False,True,False,True,True
Li_001015,Li,el_6267f885ba4059b9,False,True,False,True,True
Li_001016,Li,el_8af0fe90d053fb2f,False,True,False,True,True
Li_001017,Li,el_e08d6b70d81d2769,False,True,False,True,True
Li_001018,Li,el_06057ac69af0dff7,False,True,False,True,True
Li_001019,Li,el_937dd90db1d6cb42,False,False,False,False,False
Li_001020,Li,el_25fd06a81c1d874e,False,False,False,False,False
Li_001021,Li,el_69ba308538e8d7bb,False,False,False,False,False
Li_001022,Li,el_3e8392d95498d2ef,False,False,False,False,False
Li_001023,Li,el_4692b36a6c6ada9a,False,False,False,False,False
Li_001024,Li,el_5e7feff5c4cecf9a,False,False,False,False,False
Li_001025,Li,el_e30442a3346de5d5,False,False,False,False,False
Li_001026,Li,el_5f2c60b41c21ebfb,False,False,False,False,False
Li_001027,Li,el_ed7ca00644bd259b,False,False,False,False,False
Li_001028,Li,el_50f8bf1661e120ea,False,False,False,False,False
Li_001029,Li,el_700bc9a6ffe676a5,False,False,False,False,False
Li_001030,Li,el_1bb5ca783710d5e4,False,False,False,True,False
Li_001031,Li,el_fc4ac4591efb0464,False,False,False,False,False
Li_001032,Li,el_fbe1de20ff1c6ec0,False,False,False,False,False
Li_001033,Li,el_956f5c856d2631e5,False,False,False,True,False
Li_001034,Li,el_ad58b82f8cd563d6,False,False,False,False,False
Li_001035,Li,el_36a4ccf6a2027b69,False,False,False,False,False
Li_001036,Li,el_c837e6102d160686,False,False,False,False,False
Li_001037,Li,el_4f12ae41a174b960,False,True,False,True,True
Li_001038,Li,el_ad5b7ec26f2399e3,False,False,False,False,False
Li_001039,Li,el_3e1167d9b5fa0056,False,False,False,True,False
Li_001040,Li,el_a8fc92ac9695e64b,False,False,False,False,False
Li_001041,Li,el_f381634212f43955,False,False,False,False,False
Li_001042,Li,el_721d090326b65a65,False,False,False,False,False
Li_001043,Li,el_4dd3243713bfd541,False,False,False,False,False
Li_001044,Li,el_24f3d8e3f2a68e3a,False,True,False,True,True
Li_001045,Li,el_cc20a7366241ba88,False,False,False,False,False
Li_001046,Li,el_6780e0f7d1155996,False,False,False,False,False
Li_001047,Li,el_3ccbe4910d3b285e,False,False,False,False,False
Li_001048,Li,el_5a1a09aa3c0692db,False,False,False,True,False
Li_001049,Li,el_0ebd5319572add13,False,False,False,False,False
Li_001050,Li,el_af70260a655b0948,False,False,False,False,False
Li_001051,Li,el_ff9ac199fb8844d2,False,False,False,True,False
Li_001052,Li,el_2275c4819a55e25b,False,True,False,True,True
Li_001053,Li,el_e05ab93c82f7357f,False,True,False,True,True
Li_001054,Li,el_ed3cf282c6d1c608,False,False,False,True,False
Li_001055,Li,el_980bb789f7ceb579,False,True,False,True,True
Li_001056,Li,el_39e09e470ea9cb61,False,False,False,True,False
Li_001057,Li,el_32668e6f59ffd385,False,True,False,True,True
Li_001058,Li,el_05ea5bf3d269af8c,False,True,False,True,True
Li_001059,Li,el_98dc03a377c770f2,False,False,False,False,False
Li_001060,Li,el_cda1c442d4ce7c8d,False,False,False,False,False
Li_001061,Li,el_2c23966f95b62532,False,False,False,False,False
Li_001062,Li,el_0f91b317368fb6ba,False,True,False,True,True
Li_001063,Li,el_9bcbec0f1133b3f9,False,False,False,False,False
Li_001064,Li,el_f7f94e2e76efad72,False,False,False,False,False
Li_001065,Li,el_9d2a5bed3add7c79,False,False,False,False,False
Li_001066,Li,el_a53594c811a61c09,False,False,False,False,False
Li_001067,Li,el_3eac87f7c87ccf48,False,False,False,False,False
Li_001068,Li,el_33ffd3dc95c18bac,False,False,False,False,False
Li_001069,Li,el_468a214aa5f8be09,False,True,False,True,True
Li_001070,Li,el_9239845c1c88513d,False,True,False,True,True
Li_001071,Li,el_b073bf6764d12d7a,False,True,False,True,True
Li_001072,Li,el_3f498671ce7d1d79,False,False,False,False,False
Li_001073,Li,el_59e641280012c453,False,False,False,False,False
Li_001074,Li,el_8e0f91fd3a79e4ef,False,True,False,True,True
Li_001075,Li,el_36d9526d52320ab7,False,True,False,True,True
Li_001076,Li,el_cd96a0abc0c98621,False,False,False,False,False
Li_001077,Li,el_f45c2310d7f282a8,False,True,False,True,True
Li_001078,Li,el_e8c1488179c1576f,False,True,False,True,True
Li_001079,Li,el_6f451375119e8cd4,False,True,False,True,True
Li_001080,Li,el_6346eb1d3bfe5b1a,False,False,False,False,False
Li_001081,Li,el_e9363e68206d9fc4,False,True,False,True,True
Li_001082,Li,el_f678f7df637f1e9c,False,False,False,False,False
Li_001083,Li,el_7b15ec9d2702337a,False,True,False,True,True
Li_001084,Li,el_3dd76e0b67777edb,False,False,False,False,False
Li_001085,Li,el_0725777946ed8913,False,True,False,True,True
Li_001086,Li,el_412561164aa35cdf,False,True,False,True,True
Li_001087,Li,el_9cae0a3b595b70a2,False,False,False,False,False
Li_001088,Li,el_76bd79985f9c61bc,False,False,False,False,False
Li_001089,Li,el_4504272053a1bfe4,False,False,False,False,False
Li_001090,Li,el_4f0f4c88426dd1a3,False,False,False,False,False
Li_001091,Li,el_043cb0d68f14a148,False,True,False,True,True
Li_001092,Li,el_81ba9cc267937849,False,False,False,False,False
Li_001093,Li,el_176a11fdd51ade03,False,True,False,True,True
Li_001094,Li,el_2979e9577619a1e7,False,False,False,True,False
Li_001095,Li,el_d65f7e7bfeec15bf,False,False,False,True,False
Li_001096,Li,el_68e630d0d3d8726b,False,False,False,False,False
Li_001097,Li,el_5a56cbb19a9c552d,False,False,False,False,False
Li_001098,Li,el_7f41de5b2ff121c3,False,False,False,False,False
Li_001099,Li,el_5ae62dd489504946,False,False,False,False,False
Li_001100,Li,el_1882ca0af3eb782e,False,False,False,True,False
Li_001101,Li,el_37311a812a90b42a,False,False,False,True,False
Li_001102,Li,el_94e9fc814c7bd8b4,False,False,False,True,False
Li_001103,Li,el_0f859a028c2f2904,False,False,False,False,False
Li_001104,Li,el_bbf54ab94d6e3ef4,False,False,False,True,False
Li_001105,Li,el_760310da85b586da,False,True,False,True,True
Li_001106,Li,el_ba3745c09ca61cce,False,False,False,False,False
Li_001107,Li,el_01eba284c44c34b6,False,False,False,False,False
Li_001108,Li,el_15ca6d5f74c3b5e0,False,False,False,True,False
Li_001109,Li,el_f0605759cbbf5afe,False,False,False,False,False
Li_001110,Li,el_3760835699ca070c,False,False,False,True,False
Li_001111,Li,el_c359c908144455f6,False,False,False,False,False
Li_001112,Li,el_d6dee5c9341fb1f6,False,True,False,True,True
Li_001113,Li,el_2074e969932651ee,False,False,False,False,False
Li_001114,Li,el_31f8461feee4a82c,False,True,False,True,True
Li_001115,Li,el_7f68b96183b24255,False,True,False,True,True
Li_001116,Li,el_6371647c3071c49a,False,False,False,True,False
Li_001117,Li,el_a09a88a6f6692189,False,False,False,False,False
Li_001118,Li,el_c1d1932f68e30a09,False,False,False,False,False
Li_001119,Li,el_5fa2aff8dec974a8,False,False,False,True,False
Li_001120,Li,el_85ab714845c18845,False,False,False,True,False
Li_001121,Li,el_d84ae7ed88e20fc7,False,False,False,True,False
Li_001122,Li,el_91a44699290bfc3c,False,False,False,False,False
Li_001123,Li,el_116580febc0af6b9,False,False,False,True,False
Li_001124,Li,el_bad69ed63bb17bb3,False,False,False,True,False
Li_001125,Li,el_80b7c8d317d2c7d2,False,False,False,True,False
Li_001126,Li,el_3185f97558b4d508,False,False,False,False,False
Li_001127,Li,el_5071dfa04ca5bad2,False,False,False,False,False
Li_001128,Li,el_6d8758ab103fb355,False,True,False,True,True
Li_001129,Li,el_e4eda3a8bbf61188,False,False,False,True,False
Li_001130,Li,el_9c583a9295902d66,False,True,False,True,True
Li_001131,Li,el_ff707703c7173833,False,False,False,False,False
Li_001132,Li,el_dd7c9d0867ba253f,False,False,False,False,False
Li_001133,Li,el_b3cec43beb0f12dd,False,False,False,False,False
Li_001134,Li,el_c560da26fce8a1d3,False,False,False,False,False
Li_001135,Li,el_08538f9513d941e5,False,True,False,True,True
Li_001136,Li,el_81c2aa00ff48cb3c,False,False,False,True,False
Li_001137,Li,el_1e04cbd4a207095d,False,True,False,True,True
Li_001138,Li,el_7b0d35dfba2b6e47,False,True,False,True,True
Li_001139,Li,el_ac553aa28c264e25,False,True,False,True,True
Li_001140,Li,el_fcd1f4f58b575c4b,False,False,False,False,False
Li_001141,Li,el_39a990f831c6fe2c,False,False,False,False,False
Li_001142,Li,el_a9477f112bd57feb,False,False,False,True,False
Li_001143,Li,el_11298c0dc6f16687,False,False,False,True,False
Li_001144,Li,el_5c9b6bcd77bd2fe9,False,False,False,False,False
Li_001145,Li,el_10512156d9a30e63,False,False,False,False,False
Li_001146,Li,el_7799f888777f6f48,False,True,False,True,True
Li_001147,Li,el_58dda6b595d39d41,False,False,False,True,False
Li_001148,Li,el_851cd653fb26851f,False,False,False,False,False
Li_001149,Li,el_4680ed3a6b7cb3ec,False,True,False,True,True
Li_001150,Li,el_67f99be82196b06e,False,True,False,True,True
Li_001151,Li,el_e4c6d179bfb1c7e2,False,False,False,True,False
Li_001152,Li,el_c4f59b55e6fd61bc,False,False,False,True,False
Li_001153,Li,el_13c024e84a18c401,False,True,False,True,True
Li_001154,Li,el_5495fcda7d4ee4f5,False,False,False,True,False
Li_001155,Li,el_4888c97e0dd66a9f,False,False,False,True,False
Li_001156,Li,el_e6a53e0f6075cda8,False,False,False,False,False
Li_001157,Li,el_8571b136ae620def,False,False,False,False,False
Li_001158,Li,el_a05adf94bb74ee83,False,False,False,False,False
Li_001159,Li,el_2ffe10e43a446b35,False,True,False,True,True
Li_001160,Li,el_5073e2bdfd8e2182,False,True,False,True,True
Li_001161,Li,el_c0fdb3e6283aaab6,False,False,False,False,False
Li_001162,Li,el_8cfe1725e36d4f53,False,False,False,False,False
Li_001163,Li,el_7e1f697800c96a60,False,False,False,False,False
Li_001164,Li,el_8a66c82478bfd8d9,False,True,False,True,True
Li_001165,Li,el_4fece3cc90795561,False,True,False,True,True
Li_001166,Li,el_60269c225e3e9f80,False,True,False,True,True
Li_001167,Li,el_64cbd24715004a69,False,True,False,True,True
Li_001168,Li,el_ef9528e5052b1cf0,False,True,False,True,True
Li_001169,Li,el_afe8bd7c28dde66c,False,True,False,True,True
Li_001170,Li,el_8aa27f36ad51b93f,False,True,False,True,True
Li_001171,Li,el_29a330bd33b4a29d,False,False,False,False,False
Li_001172,Li,el_e4c17b279bcfe52c,False,True,False,True,True
Li_001173,Li,el_bfcc4d5784285f7d,False,True,False,True,True
Li_001174,Li,el_36370f8ffc9df532,False,True,False,True,True
Li_001175,Li,el_372e09c57d1bd35c,False,False,False,False,False
Li_001176,Li,el_3c55484f700550ad,False,False,False,False,False
Li_001177,Li,el_e180eb4d3c023492,False,True,False,True,True
Li_001178,Li,el_f9f74972cbb1f082,False,True,False,True,True
Li_001179,Li,el_f62d53bcd9cb1420,False,False,False,False,False
Li_001180,Li,el_85b4b5e7bd3aed79,False,True,False,True,True
Li_001181,Li,el_5f370b88b3163b73,False,False,False,False,False
Li_001182,Li,el_57165447a15cf7c8,False,False,False,False,False
Li_001183,Li,el_15da82bccd425326,False,False,False,False,False
Li_001184,Li,el_dbc1117197c1fc48,False,False,False,False,False
Li_001185,Li,el_462bb8e6bb754183,False,True,False,True,True
Li_001186,Li,el_e66b7f34c7a44703,False,False,False,False,False
Li_001187,Li,el_686402c158f02dde,False,True,False,True,True
Li_001188,Li,el_685327b906cb7031,False,False,False,False,False
Li_001189,Li,el_1b4a1b3afde40828,False,True,False,True,True
Li_001190,Li,el_61c1396d64433f91,False,False,False,True,False
Li_001191,Li,el_6258285b19a1e382,False,True,False,True,True
Li_001192,Li,el_77dd794e8929e4a9,False,True,False,True,True
Li_001193,Li,el_6719e8043ed6c813,False,True,False,True,True
Li_001194,Li,el_2b9e6d6b4dc80e11,False,False,False,False,False
Li_001195,Li,el_de62479b62997a11,False,True,False,True,True
Li_001196,Li,el_a6dcd3e7a5e2c9d7,False,True,False,True,True
Li_001197,Li,el_7fa23c8aa4ecc30c,False,False,False,True,False
Li_001198,Li,el_46a13defc10e7814,False,False,False,False,False
Li_001199,Li,el_2ad7acfc1d6e2f5f,False,False,False,True,False
Li_001200,Li,el_da98202dd036af94,False,True,False,True,True
Li_001201,Li,el_9f99b571f5cc62c1,False,False,False,False,False
Li_001202,Li,el_dadebc7f31f4c64d,False,True,False,True,True
Li_001203,Li,el_9621bb8f1111f616,False,False,False,False,False
Li_001204,Li,el_846f4f279af5559c,False,True,False,True,True
Li_001205,Li,el_66bb8dc39ac30ac6,False,False,False,False,False
Li_001206,Li,el_04dc031186826db5,False,False,False,False,False
Li_001207,Li,el_058b4d4d0032f115,False,False,False,False,False
Li_001208,Li,el_73853f8b22d08108,False,False,False,True,False
Li_001209,Li,el_316ec23006fe791d,False,True,False,True,True
Li_001210,Li,el_9e6fc6411098e504,False,True,False,True,True
