working_ion,record_index,electrode_uid,raw_electrode_has_structure_like_field,any_linked_material_has_structure,record_has_any_structure_route
Li,Li_000486,el_b2d9617d7d0cedc9,True,True,True
Li,Li_000487,el_9c910c6e7970bb0a,True,True,True
Li,Li_000488,el_c0132ef31a0a5963,True,True,True
Li,Li_000489,el_b08008207d8c5716,True,True,True
Li,Li_000490,el_659e7a9d527873eb,True,True,True
Li,Li_000491,el_cf9675db3067d008,True,True,True
Li,Li_000492,el_4974e4ace0c260ca,True,True,True
Li,Li_000493,el_ec59ad3d1300b9ea,True,True,True
Li,Li_000494,el_7c6df39be6d63e4b,True,True,True
Li,Li_000495,el_a8d598ae725701f1,True,True,True
Li,Li_000496,el_2dff3a2d0a209364,True,True,True
Li,Li_000497,el_8599b97271a57cbd,True,True,True
Li,Li_000498,el_444079202d4e2860,True,True,True
Li,Li_000499,el_b23b31e8323ec604,True,True,True
Li,Li_000500,el_0d9b39387a6bd8d4,True,True,True
Li,Li_000501,el_65609e2496bc1b78,True,True,True
Li,Li_000502,el_a7f1bdf4edd41298,True,True,True
Li,Li_000503,el_98e4b1cbee62b2df,True,True,True
Li,Li_000504,el_cdbbfc6f75c5ba1b,True,True,True
Li,Li_000505,el_c35982e38cae8b1e,True,True,True
Li,Li_000506,el_35467879b56ba334,True,True,True
Li,Li_000507,el_d78aec6ebdf8da9b,True,True,True
Li,Li_000508,el_c0573ae88512470e,True,True,True
Li,Li_000509,el_77759d5aa1cc339a,True,True,True
Li,Li_000510,el_479dc7cd9e0d101a,True,True,True
Li,Li_000511,el_fcb1e0ff39ea4803,True,True,True
Li,Li_000512,el_5d48804c3e7d57c5,True,True,True
Li,Li_000513,el_8aa34b1b26b9a981,True,True,True
Li,Li_000514,el_799a8eeea87fdb3a,True,True,True
Li,Li_000515,el_b2621b23ccd15d53,True,True,True
Li,Li_000516,el_db75670f516c4847,True,True,True
Li,Li_000517,el_bdd343398d6d5b75,True,True,True
Li,Li_000518,el_46286301d137b251,True,True,True
Li,Li_000519,el_c00457648cfce651,True,True,True
Li,Li_000520,el_88cf7418351d6e28,True,True,True
Li,Li_000521,el_a49f22bba59282e8,True,True,True
Li,Li_000522,el_be681f38b9d1e8b2,True,True,True
Li,Li_000523,el_f1effb623d833231,True,True,True
Li,Li_000524,el_002f958a3b2554c3,True,True,True
Li,Li_000525,el_168ea6bec53b70ed,True,True,True
Li,Li_000526,el_961816de4ade27f2,True,True,True
Li,Li_000527,el_37f51038d87a56d1,True,True,True
Li,Li_000528,el_2f5c0adc01c24609,True,True,True
Li,Li_000529,el_21559d7f3674b652,True,True,True
Li,Li_000530,el_cd41d16db9547e72,True,True,True
Li,Li_000531,el_114854388b2e5b91,True,True,True
Li,Li_000532,el_75cb0891ddff1db9,True,True,True
Li,Li_000533,el_e0e9306d31786738,True,True,True
Li,Li_000534,el_a704b1c0d39f58c7,True,True,True
Li,Li_000535,el_ea5c112f30e14f31,True,True,True
Li,Li_000536,el_19e5573ca832f5aa,True,True,True
Li,Li_000537,el_e068620a00bcaa81,True,True,True
Li,Li_000538,el_8c5a9b32fb61d81d,True,True,True
Li,Li_000539,el_eaa3260cbbb43282,True,True,True
Li,Li_000540,el_34cae70f559a6534,True,True,True
Li,Li_000541,el_ec58d247c9391035,True,True,True
Li,Li_000542,el_aea4933bc36a7000,True,True,True
Li,Li_000543,el_e845ab2ee2b4d60d,True,True,True
Li,Li_000544,el_092196c368901ba0,True,True,True
Li,Li_000545,el_3a322d8ed81b699a,True,True,True
Li,Li_000546,el_bfa51654cabada1a,True,True,True
Li,Li_000547,el_a558f9b6ec6b5405,True,True,True
Li,Li_000548,el_af6f5bde76c4487e,True,True,True
Li,Li_000549,el_d31a91772a00e5bf,True,True,True
Li,Li_000550,el_a878d9f15249c913,True,True,True
Li,Li_000551,el_f0dfc32c4e2b9b84,True,True,True
Li,Li_000552,el_7b8c1be44a8a71eb,True,True,True
Li,Li_000553,el_01a38a9dfb4eeedb,True,True,True
Li,Li_000554,el_b4898117f560f093,True,True,True
Li,Li_000555,el_d16e65e0ce704bd7,True,True,True
Li,Li_000556,el_e84fa92fe3b052a2,True,True,True
Li,Li_000557,el_6d890ab87eae563b,True,True,True
Li,Li_000558,el_60193782185b8e06,True,True,True
Li,Li_000559,el_2b42cdf52f5c060b,True,True,True
Li,Li_000560,el_f485b3230fcf8c42,True,True,True
Li,Li_000561,el_e8be212ad0bab223,True,True,True
Li,Li_000562,el_4c710e95e2b51197,True,True,True
Li,Li_000563,el_131466060552b472,True,True,True
Li,Li_000564,el_aa4cf654585c2f44,True,True,True
Li,Li_000565,el_a7298204f5aba2fa,True,True,True
Li,Li_000566,el_b810fcb24bb37309,True,True,True
Li,Li_000567,el_9d662b387aa661fe,True,True,True
Li,Li_000568,el_8faf59df3c9ae9a7,True,True,True
Li,Li_000569,el_c61cfad70675913b,True,True,True
Li,Li_000570,el_7fff0ec89272881a,True,True,True
Li,Li_000571,el_e9979a42edddd413,True,True,True
Li,Li_000572,el_4425ca129479f54e,True,True,True
Li,Li_000573,el_14779c6fb580817e,True,True,True
Li,Li_000574,el_eb4a52582aedda37,True,True,True
Li,Li_000575,el_fe98882527afc4e0,True,True,True
Li,Li_000576,el_997fb6617ddcbdf1,True,True,True
Li,Li_000577,el_31aeebfd58e2c712,True,True,True
Li,Li_000578,el_923e8beed19832a6,True,True,True
Li,Li_000579,el_cb76675d91803ed9,True,True,True
Li,Li_000580,el_d172eb017c9190ab,True,True,True
Li,Li_000581,el_cafc7790277414c4,True,True,True
Li,Li_000582,el_16fe38a2546b8bbb,True,True,True
Li,Li_000583,el_1ee30e0537585f4c,True,True,True
Li,Li_000584,el_8b3c822426d17345,True,True,True
Li,Li_000585,el_50a42d6fca64561d,True,True,True
Li,Li_000586,el_61d754ea4fd5162b,True,True,True
Li,Li_000587,el_bc6f30105ddfd8e6,True,True,True
Li,Li_000588,el_8d3fa7cc62aaf5d8,True,True,True
Li,Li_000589,el_75f899b805f7e64a,True,True,True
Li,Li_000590,el_19444111e38e0def,True,True,True
Li,Li_000591,el_a3ac67f6282c1ae1,True,True,True
Li,Li_000592,el_a3dd574ba504e537,True,True,True
Li,Li_000593,el_3e2d62b2fd5b4839,True,True,True
Li,Li_000594,el_617f4a74b43421d9,True,True,True
Li,Li_000595,el_e135d3517ffe8c44,True,True,True
Li,Li_000596,el_51cb4fcd868888f8,True,True,True
Li,Li_000597,el_dc56b0748bb4c742,True,True,True
Li,Li_000598,el_ae67432c701b1ec3,True,True,True
Li,Li_000599,el_78b5f0ae86f1993c,True,True,True
Li,Li_000600,el_672af45d098e5357,True,True,True
Li,Li_000601,el_1ef5b7eb8f6fd2f4,True,True,True
Li,Li_000602,el_563023b949d9a9f3,True,True,True
Li,Li_000603,el_3f1abb83306897b6,True,True,True
Li,Li_000604,el_61cc82498ed6e173,True,True,True
Li,Li_000605,el_e72ccbdc58364cf8,True,True,True
Li,Li_000606,el_5e33ad68a2830da8,True,True,True
Li,Li_000607,el_4b679129dedef80a,True,True,True
Li,Li_000608,el_8b71dcba83970b9c,True,True,True
Li,Li_000609,el_7008a0bb20f45456,True,True,True
Li,Li_000610,el_9efcb5afb55e8036,True,True,True
Li,Li_000611,el_41823bcee1b4939a,True,True,True
Li,Li_000612,el_297be5eea13f6038,True,True,True
Li,Li_000613,el_b5215c64cf161d02,True,True,True
Li,Li_000614,el_080a99039c67386c,True,True,True
Li,Li_000615,el_dbcc8f06e03162cb,True,True,True
Li,Li_000616,el_64ae76fbd9354f60,True,True,True
Li,Li_000617,el_afd14e1ef06cac3b,True,True,True
Li,Li_000618,el_96a1ca2934d65a11,True,True,True
Li,Li_000619,el_8ffbe4dca23296a9,True,True,True
Li,Li_000620,el_2e7d4d88798296db,True,True,True
Li,Li_000621,el_5312133a97c0b8cd,True,True,True
Li,Li_000622,el_3f5a0e61d32a423a,True,True,True
Li,Li_000623,el_4273361f7ae60034,True,True,True
Li,Li_000624,el_a0a2069e57d5d8c5,True,True,True
Li,Li_000625,el_0c1facd9efffa9b7,True,True,True
Li,Li_000626,el_77d3af38a0ecab79,True,True,True
Li,Li_000627,el_54825c13cf1c44c4,True,True,True
Li,Li_000628,el_8a7dcc879033164e,True,True,True
Li,Li_000629,el_2c2ded45c8be7f8a,True,True,True
Li,Li_000630,el_e7b700d03482c1e5,True,True,True
Li,Li_000631,el_10f71dca3715467d,True,True,True
Li,Li_000632,el_2392e9a1cbcd41d9,True,True,True
Li,Li_000633,el_2393f0bf0a7b5f2d,True,True,True
Li,Li_000634,el_6ae40210f135b9e3,True,True,True
Li,Li_000635,el_a0370f9cf317fda7,True,True,True
Li,Li_000636,el_9b4871ac0f724631,True,True,True
Li,Li_000637,el_039960431fdd4691,True,True,True
Li,Li_000638,el_201bac16796767aa,True,True,True
Li,Li_000639,el_7dd49a0f0ea1a9a2,True,True,True
Li,Li_000640,el_ad77ff53bc32f52b,True,True,True
Li,Li_000641,el_385eae9979591d87,True,True,True
Li,Li_000642,el_020d41da4eceb3ef,True,True,True
Li,Li_000643,el_8d4344a0dc99f821,True,True,True
Li,Li_000644,el_5debb9bd1e396b4e,True,True,True
Li,Li_000645,el_5fb47ba64bad47dd,True,True,True
Li,Li_000646,el_dc1e8c301a4bf344,True,True,True
Li,Li_000647,el_e39653b2d1f185d6,True,True,True
Li,Li_000648,el_94f5df88bd4fd594,True,True,True
Li,Li_000649,el_baf73a208bd25406,True,True,True
Li,Li_000650,el_30d7ce37f9a48d1c,True,True,True
Li,Li_000651,el_ba7d8b653b67627d,True,True,True
Li,Li_000652,el_8b403be59c7be24e,True,True,True
Li,Li_000653,el_4cb4cd6510e90af3,True,True,True
Li,Li_000654,el_28d890afda84a402,True,True,True
Li,Li_000655,el_cc6d1ec7c3ef533e,True,True,True
Li,Li_000656,el_e43bbaddaca6a8e2,True,True,True
Li,Li_000657,el_53b50742fbb5f946,True,True,True
Li,Li_000658,el_423a58ea619c7ffe,True,True,True
Li,Li_000659,el_5ebe06714f34b9d9,True,True,True
Li,Li_000660,el_3359d296dcae0a0c,True,True,True
Li,Li_000661,el_05585d345fd08c4a,True,True,True
Li,Li_000662,el_72a69b41e102dbd9,True,True,True
Li,Li_000663,el_4aee6300b8d87fc2,True,True,True
Li,Li_000664,el_9b6ae4103d06776b,True,True,True
Li,Li_000665,el_3d7da9484ce0c99e,True,True,True
Li,Li_000666,el_4d17767b66f3e3a5,True,True,True
Li,Li_000667,el_7c312e91d6ec397f,True,True,True
Li,Li_000668,el_bb1c870a73b92908,True,True,True
Li,Li_000669,el_8f87f8934798a9e1,True,True,True
Li,Li_000670,el_be3244dc6453b32d,True,True,True
Li,Li_000671,el_83ed07d3e4e71d62,True,True,True
Li,Li_000672,el_e58b851d9afb83b6,True,True,True
Li,Li_000673,el_60c120501cf6bfba,True,True,True
Li,Li_000674,el_24c254dc0143510f,True,True,True
Li,Li_000675,el_7cea911df9dca986,True,True,True
Li,Li_000676,el_00d57804db79bda5,True,True,True
Li,Li_000677,el_eb23b5ecd1552f6c,True,True,True
Li,Li_000678,el_916a35f03a0af709,True,True,True
Li,Li_000679,el_49723f19c18798ae,True,True,True
Li,Li_000680,el_8a7f843eeae382a2,True,True,True
Li,Li_000681,el_28c4068c6ff7478a,True,True,True
Li,Li_000682,el_99b91e6aa064889e,True,True,True
Li,Li_000683,el_a3d6ea1e5bb22482,True,True,True
Li,Li_000684,el_6959de24d3af9f50,True,True,True
Li,Li_000685,el_fe4d72ca6855eed0,True,True,True
Li,Li_000686,el_12c19dd986bb9cd3,True,True,True
Li,Li_000687,el_5f60bc680df7cf13,True,True,True
Li,Li_000688,el_ddba734354908a51,True,True,True
Li,Li_000689,el_15202ecd4a63348f,True,True,True
Li,Li_000690,el_53c6b68acd5d2fb0,True,True,True
Li,Li_000691,el_ccf99dff68ff6594,True,True,True
Li,Li_000692,el_1d2fd8e3340e5603,True,True,True
Li,Li_000693,el_c7437d26771ecc7f,True,True,True
Li,Li_000694,el_6c89b059d0595d0c,True,True,True
Li,Li_000695,el_d37df21d47040c67,True,True,True
Li,Li_000696,el_0e95dc55e85587c4,True,True,True
Li,Li_000697,el_85bad8a07ed0e072,True,True,True
Li,Li_000698,el_c365ee209cd21792,True,True,True
Li,Li_000699,el_84fadf9fc38dc28a,True,True,True
Li,Li_000700,el_102f81036ba149ba,True,True,True
Li,Li_000701,el_96ea71009569ac2f,True,True,True
Li,Li_000702,el_607815e5ca8cf36f,True,True,True
Li,Li_000703,el_461a10639b99b5de,True,True,True
Li,Li_000704,el_af46921444c76279,True,True,True
Li,Li_000705,el_f481a7de8b923671,True,True,True
Li,Li_000706,el_284f0109241d3b4f,True,True,True
Li,Li_000707,el_046cbc79a4c23e01,True,True,True
Li,Li_000708,el_90e402041e48044d,True,True,True
Li,Li_000709,el_55355367622e51b4,True,True,True
Li,Li_000710,el_946f6d4b2907f70c,True,True,True
Li,Li_000711,el_5c1cfa6757fe4a9c,True,True,True
Li,Li_000712,el_75dd17af73ad2fb2,True,True,True
Li,Li_000713,el_dfa5476ea5256cf3,True,True,True
Li,Li_000714,el_db885584e1fc41f7,True,True,True
Li,Li_000715,el_7736e4d06ec4d357,True,True,True
Li,Li_000716,el_bd541976227ba2b0,True,True,True
Li,Li_000717,el_20a0999bde712906,True,True,True
Li,Li_000718,el_2a3d9fe508e79e19,True,True,True
Li,Li_000719,el_a0b3913f077037ec,True,True,True
Li,Li_000720,el_1321ee3e9bae0283,True,True,True
Li,Li_000721,el_dc487ce4f06f087e,True,True,True
Li,Li_000722,el_f4feaa62c9a97128,True,True,True
Li,Li_000723,el_2e8d6735cea4702b,True,True,True
Li,Li_000724,el_ea15d5977341be05,True,True,True
Li,Li_000725,el_519b4f1e8d06bf71,True,True,True
Li,Li_000726,el_171ae662d6494abc,True,True,True
Li,Li_000727,el_c176c0d05d277462,True,True,True
Li,Li_000728,el_cd395c79c213e557,True,True,True
Li,Li_000729,el_372ee5e4d445a1ef,True,True,True
Li,Li_000730,el_9b9781411cc2ba87,True,True,True
Li,Li_000731,el_51a8bac1c74727f4,True,True,True
Li,Li_000732,el_d92e09cf8583866d,True,True,True
Li,Li_000733,el_a94b083b9484a76f,True,True,True
Li,Li_000734,el_857a1fc7b9990d64,True,True,True
Li,Li_000735,el_ea58c87c1f04b4e3,True,True,True
Li,Li_000736,el_1d6c9ca553a0922f,True,True,True
Li,Li_000737,el_6604f9aaf49ecbef,True,True,True
Li,Li_000738,el_082f8e3760091a10,True,True,True
Li,Li_000739,el_4ead32bce71961aa,True,True,True
Li,Li_000740,el_2195320d6a5b35f8,True,True,True
Li,Li_000741,el_88fffdd38b78b000,True,True,True
Li,Li_000742,el_55bc5d29e2ba215c,True,True,True
Li,Li_000743,el_9743caa3f4a3c7d9,True,True,True
Li,Li_000744,el_f25c0f916e542706,True,True,True
Li,Li_000745,el_af60ec5566d5493d,True,True,True
Li,Li_000746,el_94933d2f2747ec66,True,True,True
Li,Li_000747,el_02065ba4e8bc13b4,True,True,True
Li,Li_000748,el_ec20cf520e235fe7,True,True,True
Li,Li_000749,el_17ed4f315ba9f995,True,True,True
Li,Li_000750,el_96ecf6a9fa6a7f8f,True,True,True
Li,Li_000751,el_cebfcb98696fe96d,True,True,True
Li,Li_000752,el_db99b94c7a971a14,True,True,True
Li,Li_000753,el_3c11ea524a33078e,True,True,True
Li,Li_000754,el_7b579241b35cb3d7,True,True,True
Li,Li_000755,el_834adbef435e0744,True,True,True
Li,Li_000756,el_5648c6878e10eaf0,True,True,True
Li,Li_000757,el_8f2cee6bbb5d44e2,True,True,True
Li,Li_000758,el_75832ffa7e998291,True,True,True
Li,Li_000759,el_3ee14788b9de4af3,True,True,True
Li,Li_000760,el_c9b397a49440f0a3,True,True,True
Li,Li_000761,el_3a578501fa4530f1,True,True,True
Li,Li_000762,el_3a2670e6d59a1aac,True,True,True
Li,Li_000763,el_88416016a9cf8b4f,True,True,True
Li,Li_000764,el_4d8bfc3023be7df9,True,True,True
Li,Li_000765,el_e603456b506084ef,True,True,True
Li,Li_000766,el_f2196cd95976f483,True,True,True
Li,Li_000767,el_42f0ada6f379897f,True,True,True
Li,Li_000768,el_170b1405ab6d2877,True,True,True
Li,Li_000769,el_2209d2d81b3b4590,True,True,True
Li,Li_000770,el_f62b6b204938c8b1,True,True,True
Li,Li_000771,el_2df94808744f6643,True,True,True
Li,Li_000772,el_d6e66313e084d262,True,True,True
Li,Li_000773,el_d7e8b24975800662,True,True,True
Li,Li_000774,el_dccbfe58519aa265,True,True,True
Li,Li_000775,el_13797cc56819349b,True,True,True
Li,Li_000776,el_04c69ad1b2293e39,True,True,True
Li,Li_000777,el_22a0364242304a6a,True,True,True
Li,Li_000778,el_5e3812262479dd52,True,True,True
Li,Li_000779,el_28d50cd212c626ae,True,True,True
Li,Li_000780,el_81c19f2716bd70dc,True,True,True
Li,Li_000781,el_d7e398941b3e0224,True,True,True
Li,Li_000782,el_867152154f605302,True,True,True
Li,Li_000783,el_da5aabd21e0e9428,True,True,True
Li,Li_000784,el_556a5d75a0ae634d,True,True,True
Li,Li_000785,el_6473fbc02a6e8a91,True,True,True
Li,Li_000786,el_56a3cf72de837cd8,True,True,True
Li,Li_000787,el_5ef9c45edeb9e86b,True,True,True
Li,Li_000788,el_e6eaf2260adc4f6a,True,True,True
Li,Li_000789,el_1d8b0c80af6856ef,True,True,True
Li,Li_000790,el_ed4cf749527f767d,True,True,True
Li,Li_000791,el_27dea69291f8b9f8,True,True,True
Li,Li_000792,el_a087b85f452fe801,True,True,True
Li,Li_000793,el_63e2f1463e61797c,True,True,True
Li,Li_000794,el_b1665257bc4281a1,True,True,True
Li,Li_000795,el_4afd12022a502dc4,True,True,True
Li,Li_000796,el_aee3d919f4185494,True,True,True
Li,Li_000797,el_441feb3965aaa802,True,True,True
Li,Li_000798,el_1ec375dee72e2aeb,True,True,True
Li,Li_000799,el_8a4ccccf1c1f07c1,True,True,True
Li,Li_000800,el_e334c5afd676ae20,True,True,True
Li,Li_000801,el_1073fd43f0a1d760,True,True,True
Li,Li_000802,el_66367fe058b4bda7,True,True,True
Li,Li_000803,el_67b8fcde56048efb,True,True,True
Li,Li_000804,el_af6259460f2e734a,True,True,True
Li,Li_000805,el_ca758bd900cde3c3,True,True,True
Li,Li_000806,el_318bf3a87ec233b6,True,True,True
Li,Li_000807,el_4a9226faef19698c,True,True,True
Li,Li_000808,el_01d453be88e6b36e,True,True,True
Li,Li_000809,el_cfcb4e9669d83db4,True,True,True
Li,Li_000810,el_dffda11cf97e2b94,True,True,True
Li,Li_000811,el_e2bbc2e5739e731d,True,True,True
Li,Li_000812,el_463bfa4962869f28,True,True,True
Li,Li_000813,el_9efa0bbd15bd48d0,True,True,True
Li,Li_000814,el_49b2e0810712131c,True,True,True
Li,Li_000815,el_8bd7e6ef21379599,True,True,True
Li,Li_000816,el_9c06c07160de344f,True,True,True
Li,Li_000817,el_6e5f8a27d34d4a25,True,True,True
Li,Li_000818,el_9f1bc4e66f82012e,True,True,True
Li,Li_000819,el_d960d278124b652e,True,True,True
Li,Li_000820,el_d14315d1b2f1aa72,True,True,True
Li,Li_000821,el_ac57a3ebabbc04be,True,True,True
Li,Li_000822,el_bc5a4a16719cd297,True,True,True
Li,Li_000823,el_f3e9c4cabe465569,True,True,True
Li,Li_000824,el_5bcecd39a1597379,True,True,True
Li,Li_000825,el_4b63c43e64308ffb,True,True,True
Li,Li_000826,el_35b15a102073e9c2,True,True,True
Li,Li_000827,el_dd4b12ef3f3e3fb0,True,True,True
Li,Li_000828,el_8544252ee523be7d,True,True,True
Li,Li_000829,el_96ce5a5ef2ed26b6,True,True,True
Li,Li_000830,el_056de46e6be66f9b,True,True,True
Li,Li_000831,el_a2854599afbd633c,True,True,True
Li,Li_000832,el_dad0ffc8ec9696a7,True,True,True
Li,Li_000833,el_315b2bfe41c873b8,True,True,True
Li,Li_000834,el_2ea7b144b9cfa450,True,True,True
Li,Li_000835,el_edf3a01b8a5e0f4d,True,True,True
Li,Li_000836,el_bcde3415cb7cc8ed,True,True,True
Li,Li_000837,el_0402a0321584a0a4,True,True,True
Li,Li_000838,el_6d85319480901688,True,True,True
Li,Li_000839,el_d4997b071134ccbf,True,True,True
Li,Li_000840,el_0e2c84dcb79367fb,True,True,True
Li,Li_000841,el_5ec665ac0f2ee74e,True,True,True
Li,Li_000842,el_be998ac475464108,True,True,True
Li,Li_000843,el_0e71162d376bcfdf,True,True,True
Li,Li_000844,el_61d0d8d3b089d48b,True,True,True
Li,Li_000845,el_9c36ca0c47711649,True,True,True
Li,Li_000846,el_24f0c3517778caee,True,True,True
Li,Li_000847,el_e63ef41455d91941,True,True,True
Li,Li_000848,el_2b38f5059bfcec27,True,True,True
Li,Li_000849,el_f37d741e9e94daea,True,True,True
Li,Li_000850,el_0ecfbeaa218db4fe,True,True,True
Li,Li_000851,el_b4582b89477a1b9d,True,True,True
Li,Li_000852,el_41b2cf2a9999925d,True,True,True
Li,Li_000853,el_0f761a377be24197,True,True,True
Li,Li_000854,el_eb3ccc662887a5e9,True,True,True
Li,Li_000855,el_c2cef1f58ef45a47,True,True,True
Li,Li_000856,el_3eda4ead21991087,True,True,True
Li,Li_000857,el_492e6bc8ad777c85,True,True,True
Li,Li_000858,el_70b35052f29a695f,True,True,True
Li,Li_000859,el_63d1e12f56a7a478,True,True,True
Li,Li_000860,el_3c71af17a16f4350,True,True,True
Li,Li_000861,el_d024a81d556cebb2,True,True,True
Li,Li_000862,el_0546b3161dab4b25,True,True,True
Li,Li_000863,el_4935460978306a5f,True,True,True
Li,Li_000864,el_3d2a816a1f575c57,True,True,True
Li,Li_000865,el_ef4bfcf56b2b2fb3,True,True,True
Li,Li_000866,el_cd6ba55ac1ac48e3,True,True,True
Li,Li_000867,el_aaa84b85a20a08c0,True,True,True
Li,Li_000868,el_4519a0b3e1832cc4,True,True,True
Li,Li_000869,el_66300fcb63a2beb1,True,True,True
Li,Li_000870,el_984407507869f428,True,True,True
Li,Li_000871,el_ca6c39d15e546520,True,True,True
Li,Li_000872,el_090390bb3b3859a6,True,True,True
Li,Li_000873,el_4bb8f27eca35f428,True,True,True
Li,Li_000874,el_fdb94a811829a4bc,True,True,True
Li,Li_000875,el_95959bc0ee55ca98,True,True,True
Li,Li_000876,el_232bfa18e7dfaec1,True,True,True
Li,Li_000877,el_2a868e103ec3dda8,True,True,True
Li,Li_000878,el_f9ca7e1ed8017704,True,True,True
Li,Li_000879,el_c98957403896d58e,True,True,True
Li,Li_000880,el_8b41ea544ec49d2c,True,True,True
Li,Li_000881,el_d8882b27ab9ae36c,True,True,True
Li,Li_000882,el_806ed04f28fe8106,True,True,True
Li,Li_000883,el_7fd2b4934af922f6,True,True,True
Li,Li_000884,el_85743922b9af6089,True,True,True
Li,Li_000885,el_3b27f7a2e936410d,True,True,True
Li,Li_000886,el_ddd9b022fbdac746,True,True,True
Li,Li_000887,el_531c7ff2cb2624e1,True,True,True
Li,Li_000888,el_340a0c50a79f9c01,True,True,True
Li,Li_000889,el_1dcd221b5dbe062c,True,True,True
Li,Li_000890,el_f909a9cbdb483304,True,True,True
Li,Li_000891,el_5aee8d811d832e8b,True,True,True
Li,Li_000892,el_9b9351485b52c486,True,True,True
Li,Li_000893,el_9d3361d9df2b4fec,True,True,True
Li,Li_000894,el_6f85f77cf0738fdd,True,True,True
Li,Li_000895,el_374775e86d81298c,True,True,True
Li,Li_000896,el_2d613046dbb44aa7,True,True,True
Li,Li_000897,el_e1e2642050098f10,True,True,True
Li,Li_000898,el_fa08fa6347230a23,True,True,True
Li,Li_000899,el_75d7b39b1e63ca59,True,True,True
Li,Li_000900,el_42f06de0ff9c0814,True,True,True
Li,Li_000901,el_e59cacb04048dd88,True,True,True
Li,Li_000902,el_dac7a20a4fcb76f5,True,True,True
Li,Li_000903,el_18f96530b7a3d689,True,True,True
Li,Li_000904,el_078c5199f8554ab3,True,True,True
Li,Li_000905,el_9cb5e70386050028,True,True,True
Li,Li_000906,el_64148487716d9ec5,True,True,True
Li,Li_000907,el_061d9ee1f5971a1a,True,True,True
Li,Li_000908,el_9555d35362364eec,True,True,True
Li,Li_000909,el_1b795eac8a927c45,True,True,True
Li,Li_000910,el_4c14c5ce738accf9,True,True,True
Li,Li_000911,el_8e5cfc3910d2e95c,True,True,True
Li,Li_000912,el_0be7223db82fe7eb,True,True,True
Li,Li_000913,el_e9e66531bf507242,True,True,True
Li,Li_000914,el_e45d0159ab315d98,True,True,True
Li,Li_000915,el_34b6f44dd8dbfdef,True,True,True
Li,Li_000916,el_b4c7a7bdb4a30735,True,True,True
Li,Li_000917,el_b5509625edc5e72e,True,True,True
Li,Li_000918,el_a0cbca0ebf45c290,True,True,True
Li,Li_000919,el_7fa8299821f06742,True,True,True
Li,Li_000920,el_769c8b2461140800,True,True,True
Li,Li_000921,el_b629e45c110f237b,True,True,True
Li,Li_000922,el_ed31b1862cec6ff3,True,True,True
Li,Li_000923,el_b90694293bac7f88,True,True,True
Li,Li_000924,el_a7d130c39e8c7e17,True,True,True
Li,Li_000925,el_7cc2048bbda10b8e,True,True,True
Li,Li_000926,el_48871ea45858aee4,True,True,True
Li,Li_000927,el_d837a1a50d87852e,True,True,True
Li,Li_000928,el_725c29073baa47e4,True,True,True
Li,Li_000929,el_f213ac0a3f2fb6ab,True,True,True
Li,Li_000930,el_1000c43eaab6cd6b,True,True,True
Li,Li_000931,el_546fdbf64ab9b914,True,True,True
Li,Li_000932,el_1764ecbfccbaf84e,True,True,True
Li,Li_000933,el_aeab6d47723d258b,True,True,True
Li,Li_000934,el_1ce7ca84d055bcb1,True,True,True
Li,Li_000935,el_0e331c56b093e4a3,True,True,True
Li,Li_000936,el_796fc2dbafce17ab,True,True,True
Li,Li_000937,el_88a58220bda1baf4,True,True,True
Li,Li_000938,el_6f22c63f17af8154,True,True,True
Li,Li_000939,el_6772e1a4d968641f,True,True,True
Li,Li_000940,el_22fe3052dca1d38f,True,True,True
Li,Li_000941,el_d013ad0006668a41,True,True,True
Li,Li_000942,el_224ab42473912a63,True,True,True
Li,Li_000943,el_f4a3be4d12b2c5e9,True,True,True
Li,Li_000944,el_a764496c1485506c,True,True,True
Li,Li_000945,el_a88e0fd74e993bd5,True,True,True
Li,Li_000946,el_97ffeeadcca25d57,True,True,True
Li,Li_000947,el_17f5a0f1c9974c13,True,True,True
Li,Li_000948,el_070977b6cd5643cc,True,True,True
Li,Li_000949,el_a5eb47bcc68dedda,True,True,True
Li,Li_000950,el_7ee44bca3f63310e,True,True,True
Li,Li_000951,el_28dd8b8f2e40919a,True,True,True
Li,Li_000952,el_5dce450ce706583c,True,True,True
Li,Li_000953,el_5d9f875625604370,True,True,True
Li,Li_000954,el_dfea28895838ef7f,True,True,True
Li,Li_000955,el_f3b8199d26c0483a,True,True,True
Li,Li_000956,el_038475e504a9b02f,True,True,True
Li,Li_000957,el_fda8f6ac3f78f6c1,True,True,True
Li,Li_000958,el_3a354d7e7519253d,True,True,True
Li,Li_000959,el_a7e3158b654e3e87,True,True,True
Li,Li_000960,el_b973863ce2799178,True,True,True
Li,Li_000961,el_5ba0852a843870c9,True,True,True
Li,Li_000962,el_55f0536492feaa10,True,True,True
Li,Li_000963,el_a8f0122a6f297b5b,True,True,True
Li,Li_000964,el_121d43e9342ba9a3,True,True,True
Li,Li_000965,el_10c28a0cc680930d,True,True,True
Li,Li_000966,el_c841b974608163d3,True,True,True
Li,Li_000967,el_edb05b39ea84b829,True,True,True
Li,Li_000968,el_c9825349d1c067b0,True,True,True
Li,Li_000969,el_ccf2f677a2d7767b,True,True,True
Li,Li_000970,el_3f57abd4d81e9697,True,True,True
Li,Li_000971,el_f74fddedcc196486,True,True,True
