query_id,manual_candidate_id,shortlist_priority_rank,battery_formula,formula_discharge,framework_formula,coarse_family,chemical_system_uid,query_type,query_priority,query_priority_tier,search_platform,search_query,search_url,query_note,manual_check_required,recommended_action,normalized_search_query,manual_checked,annotation_status,analogue_level,relevance_score_0_to_3,citation_title,citation_year,doi,url,source_journal_or_database,same_sodium_working_ion,same_formula,same_framework,same_transition_metal,same_anion_framework,electrochemical_evidence_reported,computed_or_experimental,manual_evidence_note,reviewer_initials,manual_check_date,needs_second_check,evidence_confidence_0_to_3,do_not_use_as_discovery_claim,manual_filling_hint,negative_result_rule
Q0069,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na2Fe(CO3)(SO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2Fe%28CO3%29%28SO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na2fe(co3)(so4)"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0070,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFeCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFeCO3SO4+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfeco3so4 sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0071,Na_candidate_09,9,Na0-2FeCSO7,Na2FeCSO7,FeCSO7,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28SO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfe(co3)(so4) sodium ion battery cathode,TRUE,general_background_only,background_only,1,Design of new electrode materials for Li-ion and Na-ion batteries from the bloedite mineral Na2Mg(SO4)2·4H2O,2014,10.1039/C3TA13648E,https://pubs.rsc.org/en/content/articlelanding/2014/ta/c3ta13648e,Journal of Materials Chemistry A / Royal Society of Chemistry,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,experimental,"Search for NaxFe(CO3)(SO4) sodium-ion battery cathode did not return an exact mixed carbonate-sulfate formula match. The best relevant visible result is an experimental sulfate/bloedite-derived electrode paper involving NaxFe(SO4)2·4H2O and Na-ion electrochemical cycling, but it does not contain the carbonate group CO3. This is only sodium iron sulfate-family background and is not evidence for exact Candidate 9 Na2Fe(CO3)(SO4) or the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0072,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3FePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3fepo4co3 sodium ion battery cathode,TRUE,exact_or_near_exact_formula,exact_formula,3,Cathode Properties of Na3FePO4CO3 Prepared by the Mechanical Ball Milling Method for Na-ion Batteries,2020,10.1038/s41598-020-60183-3,https://doi.org/10.1038/s41598-020-60183-3,Scientific Reports / Nature Portfolio,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,experimental,"Experimental sodium-ion cathode paper on exact Na3FePO4CO3 carbonophosphate. The study reports mechanical ball-milling synthesis and Na-ion battery cathode testing of Na3FePO4CO3. This is direct exact-formula experimental literature evidence for Candidate 10, but it is not validation of the specific Materials Project computed record or triage rank",Md Efatuzzaman Efat,7/9/2026,FALSE,3,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0073,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3FePO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3FePO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3fepo4co3 electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0074,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3fe(co3)(po4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0075,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Fe(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3fe(co3)(po4) electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0076,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3fe(po4)(co3) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0077,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Fe(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3fe(po4)(co3) electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0078,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3FePO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3FePO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3fepo4co3"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0079,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Fe(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Fe%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3fe(co3)(po4)"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0080,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFePO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFePO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfepo4co3 sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0081,Na_candidate_10,10,Na1-3FePCO7,Na3FePCO7,FePCO7,polyanion_phosphate_like,C-Fe-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfe(co3)(po4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0082,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3MnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3mnpo4co3 sodium ion battery cathode,TRUE,exact_or_near_exact_formula,exact_formula,3,Sidorenkite (Na3MnPO4CO3): A New Intercalation Cathode Material for Na-Ion Batteries,2013,10.1021/cm400805q,https://pubs.acs.org/doi/10.1021/cm400805q,Chemistry of Materials / ACS Publications,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,experimental,"Experimental Na-ion intercalation cathode paper on exact Na3MnPO4CO3 sidorenkite carbonophosphate. The study reports Na3MnPO4CO3 as a new intercalation cathode material for Na-ion batteries. This is direct exact-formula experimental literature evidence for Candidate 11, but it is not validation of the specific Materials Project computed record or triage rank",Md Efatuzzaman Efat,7/9/2026,FALSE,3,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0083,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3MnPO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3MnPO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3mnpo4co3 electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0084,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3mn(co3)(po4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0085,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Mn(CO3)(PO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28CO3%29%28PO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3mn(co3)(po4) electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0086,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3mn(po4)(co3) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0087,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Mn(PO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28PO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3mn(po4)(co3) electrode cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0088,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3MnPO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3MnPO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3mnpo4co3"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0089,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Mn(CO3)(PO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Mn%28CO3%29%28PO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3mn(co3)(po4)"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0090,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxMnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnPO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmnpo4co3 sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0091,Na_candidate_11,11,Na1-3MnPCO7,Na3MnPCO7,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxMn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmn(co3)(po4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0092,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na2MnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na2mnh4(so5)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"Search for NaxMnH4(SO5)2 sodium-ion battery cathode did not return a relevant match for the Candidate 12 formula. The visible results mainly concern ammonium vanadium oxide cathodes such as (NH4)0.5V2O5 for sodium storage, which do not match the Mn-containing formula, transition metal, or anion framework of Candidate 12. Therefore this row is treated as no relevant literature found for the candidate formula",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0093,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na2MnH4(SO5)2 electrode cathode,https://scholar.google.com/scholar?q=Na2MnH4%28SO5%292+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na2mnh4(so5)2 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 12 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0094,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,quoted_literature_formula,3,B_try_second,Google Scholar,"""Na2MnH4(SO5)2"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2MnH4%28SO5%292%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na2mnh4(so5)2"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 12 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0095,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,variable_sodium_literature_formula,4,B_try_second,Google Scholar,NaxMnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnH4%28SO5%292+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmnh4(so5)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 12 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0096,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,_framework_formula,5,B_try_second,Google Scholar,MnH4(SO5)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=MnH4%28SO5%292+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",TRUE,search_if_needed,mnh4(so5)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"Search for MnH4(SO5)2 sodium-ion battery cathode did not return a relevant match for the Candidate 12 formula. The visible results mainly concern ammonium vanadium oxide sodium-storage cathodes, lithium manganese oxide, ammonium/peroxysulfate chemistry, or unrelated electrochemical systems. These do not match the Candidate 12 Mn-containing formula, sodium-ion cathode chemistry, or anion framework. Therefore this row is treated as no relevant literature found",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0097,Na_candidate_12,12,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_or_sulfur_oxoanion_like,H-Mn-O-S,material_phrase_sulfate,6,C_broad_fallback,Google Scholar,sodium manganese sulfate cathode,https://scholar.google.com/scholar?q=sodium+manganese+sulfate+cathode,Material-name or family-name query. Use to find papers that do not write the exact formula in the title/abstract.,TRUE,search_if_needed,sodium manganese sulfate cathode,TRUE,same_family_same_transition_metal,same_family_same_transition_metal,1,From krohnkite-to alluaudite-type of structure: novel method of synthesis of sodium manganese sulfates with electrochemical properties in alkali-metal ion batteries,2015,10.1039/c5ta07204b,https://doi.org/10.1039/c5ta07204b,Journal of Materials Chemistry A / Royal Society of Chemistry,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,experimental,"Broad search for sodium manganese sulfate cathode found an experimental paper on sodium manganese sulfate compounds with electrochemical properties in alkali-metal ion batteries. This is useful manganese sulfate-family background, but it is not the exact Candidate 12 formula NaxMnH4(SO5)2 and the visible result does not clearly confirm sodium-ion cathode testing for the candidate formula. Therefore this is weak same-family evidence only, not validation of Candidate 12 or the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
